id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,waterfront,view,sqft_living15,sqft_lot15,lat,long
7855801090,5.0,2.5,3040.0,9570.0,1.0,4.0,8.0,0.0,2.0,2920.0,8800.0,47.5651,-122.164
5729000080,3.0,3.0,2290.0,15600.0,1.0,3.0,8.0,0.0,0.0,1890.0,14143.0,47.3558,-122.29
1311100520,4.0,2.25,1730.0,8400.0,1.0,3.0,7.0,0.0,0.0,1550.0,7920.0,47.3386,-122.288
7243500015,4.0,2.0,1720.0,5472.0,1.0,3.0,6.0,0.0,0.0,1720.0,5670.0,47.5299,-122.288
9353301070,5.0,2.25,2100.0,10726.0,1.0,4.0,7.0,0.0,0.0,2100.0,10726.0,47.4922,-122.134
3022800010,3.0,2.5,1740.0,3043.0,2.0,3.0,7.0,0.0,0.0,1920.0,2869.0,47.744,-122.181
4435000145,4.0,1.75,1340.0,8700.0,1.5,3.0,6.0,0.0,0.0,1240.0,8700.0,47.4514,-122.287
7548800050,3.0,3.75,1580.0,1303.0,2.0,3.0,8.0,0.0,0.0,1560.0,1294.0,47.5875,-122.315
1868900035,3.0,1.75,2020.0,4800.0,1.0,4.0,8.0,0.0,0.0,1680.0,4800.0,47.6726,-122.294
1026069163,3.0,2.5,2460.0,38794.0,2.0,3.0,9.0,0.0,0.0,2470.0,51400.0,47.7602,-122.022
9407001610,3.0,1.75,1890.0,11875.0,1.0,3.0,7.0,0.0,0.0,1580.0,10920.0,47.4472,-121.774
7715800390,3.0,2.25,1520.0,14080.0,2.0,3.0,7.0,0.0,0.0,1530.0,9758.0,47.6273,-122.059
4123840470,3.0,2.5,2620.0,8403.0,2.0,3.0,8.0,0.0,0.0,2190.0,7842.0,47.3675,-122.042
8856004786,3.0,2.5,2217.0,8019.0,2.0,3.0,7.0,0.0,0.0,1470.0,8037.0,47.2776,-122.251
5127000430,4.0,1.75,1730.0,9520.0,1.0,4.0,7.0,0.0,0.0,1550.0,11211.0,47.4756,-122.157
2122039137,3.0,2.5,1656.0,108900.0,1.0,4.0,7.0,0.0,0.0,2030.0,29859.0,47.3758,-122.425
567000380,2.0,1.5,820.0,1270.0,2.0,3.0,7.0,0.0,0.0,1130.0,1201.0,47.5925,-122.295
7148200040,4.0,2.0,1200.0,8460.0,1.0,5.0,7.0,0.0,0.0,1350.0,8623.0,47.4413,-122.277
1152700120,4.0,3.0,2490.0,5706.0,2.0,3.0,9.0,0.0,0.0,2650.0,5880.0,47.3509,-122.165
4045500625,3.0,3.25,3710.0,38509.0,2.0,3.0,10.0,0.0,0.0,1680.0,25865.0,47.693,-121.868
5101402472,2.0,1.0,940.0,5413.0,1.0,3.0,7.0,0.0,0.0,1340.0,5296.0,47.6956,-122.304
8910500150,3.0,1.5,1460.0,5040.0,1.0,3.0,7.0,0.0,0.0,2330.0,7560.0,47.7112,-122.357
6641040100,4.0,3.5,4210.0,10308.0,2.0,3.0,10.0,0.0,0.0,3860.0,10200.0,47.5905,-122.117
8682281200,2.0,2.0,1510.0,6516.0,1.0,3.0,8.0,0.0,0.0,1640.0,6009.0,47.7076,-122.013
4113800330,3.0,2.5,2400.0,6975.0,2.0,3.0,9.0,0.0,0.0,2640.0,11172.0,47.534,-122.179
7853220610,3.0,2.5,2050.0,5694.0,2.0,3.0,8.0,0.0,2.0,2680.0,7187.0,47.5331,-121.855
8665900168,4.0,2.5,4260.0,36360.0,1.5,4.0,8.0,0.0,0.0,2430.0,17888.0,47.764,-122.302
9830200230,2.0,1.75,1160.0,4848.0,2.0,4.0,7.0,0.0,1.0,1990.0,7440.0,47.542,-122.265
7853280490,4.0,3.5,4220.0,5817.0,2.0,3.0,9.0,0.0,0.0,4290.0,6637.0,47.5392,-121.862
1568100076,5.0,1.0,1340.0,11198.0,1.5,3.0,8.0,0.0,0.0,1390.0,8020.0,47.736,-122.295
5163700085,3.0,1.0,1790.0,11884.0,1.0,3.0,7.0,0.0,0.0,1660.0,11513.0,47.3887,-122.22
5412100550,4.0,3.0,2590.0,7213.0,2.0,3.0,8.0,0.0,0.0,2550.0,6800.0,47.2609,-122.289
4040800360,3.0,1.75,1230.0,10005.0,1.0,4.0,7.0,0.0,0.0,1530.0,8560.0,47.621,-122.114
4370700065,3.0,2.25,2850.0,6281.0,2.0,4.0,7.0,0.0,2.0,1680.0,7006.0,47.6911,-122.326
1687000200,3.0,2.5,2153.0,4400.0,2.0,3.0,8.0,0.0,0.0,2434.0,4400.0,47.2872,-122.283
2896400170,3.0,2.5,1800.0,3074.0,2.0,3.0,7.0,0.0,0.0,1610.0,2929.0,47.7631,-122.149
2767601100,4.0,2.0,2090.0,4000.0,1.0,3.0,7.0,0.0,0.0,1510.0,5000.0,47.6751,-122.379
7202331220,6.0,2.5,3880.0,5700.0,2.0,3.0,7.0,0.0,0.0,2620.0,5070.0,47.6816,-122.038
9521100214,3.0,1.75,1420.0,1189.0,3.0,3.0,8.0,0.0,0.0,1380.0,1196.0,47.6625,-122.352
6403510090,4.0,2.5,2680.0,7513.0,2.0,3.0,8.0,0.0,0.0,2640.0,7243.0,47.4956,-122.161
2770602135,5.0,1.75,2220.0,6000.0,1.5,3.0,7.0,0.0,0.0,1550.0,1715.0,47.648,-122.384
3343301393,5.0,3.5,3300.0,7860.0,2.0,3.0,9.0,0.0,0.0,2540.0,9920.0,47.5463,-122.192
1736100090,3.0,1.0,1040.0,7490.0,1.0,3.0,7.0,0.0,0.0,1520.0,7410.0,47.7137,-122.213
2273600460,3.0,1.75,1530.0,8503.0,1.0,4.0,7.0,0.0,0.0,1610.0,8549.0,47.6872,-122.185
8805900430,4.0,2.5,1940.0,4875.0,2.0,4.0,9.0,0.0,0.0,1790.0,4875.0,47.6427,-122.304
2768301715,4.0,3.0,2020.0,4300.0,1.5,3.0,6.0,0.0,0.0,1290.0,3440.0,47.6653,-122.372
1703401110,2.0,1.0,880.0,5500.0,1.0,3.0,6.0,0.0,0.0,1080.0,5500.0,47.5573,-122.289
2868900160,3.0,1.0,990.0,10125.0,1.0,3.0,7.0,0.0,0.0,1360.0,10125.0,47.3422,-122.089
3520069033,3.0,1.0,1530.0,389126.0,1.5,4.0,7.0,0.0,0.0,1768.0,42148.0,47.1776,-122.011
9485300010,4.0,2.5,1940.0,10133.0,2.0,3.0,8.0,0.0,0.0,1940.0,7265.0,47.3877,-122.171
8682291630,2.0,2.0,1930.0,5520.0,1.0,3.0,8.0,0.0,0.0,1640.0,4533.0,47.7191,-122.022
2742100016,3.0,1.0,940.0,5650.0,1.0,3.0,6.0,0.0,0.0,1180.0,5276.0,47.5551,-122.292
2617900035,6.0,3.5,3720.0,11690.0,2.0,3.0,10.0,0.0,0.0,3030.0,11686.0,47.5699,-122.226
2078500350,3.0,2.5,2070.0,12708.0,2.0,3.0,8.0,0.0,0.0,2620.0,9617.0,47.5295,-122.18
3229200040,3.0,1.75,1430.0,13399.0,1.0,4.0,7.0,0.0,0.0,1720.0,6415.0,47.4787,-122.275
7942200050,4.0,1.75,1820.0,9824.0,1.0,5.0,7.0,0.0,0.0,1410.0,11013.0,47.3833,-122.093
6413600276,3.0,1.0,970.0,5922.0,1.5,3.0,7.0,0.0,0.0,1730.0,6128.0,47.719,-122.321
3221079069,3.0,2.5,2770.0,98881.0,2.0,3.0,9.0,0.0,0.0,1830.0,74923.0,47.2568,-121.952
7149400450,4.0,2.25,1980.0,7081.0,1.0,3.0,7.0,0.0,0.0,1980.0,7081.0,47.3669,-122.288
1775950030,4.0,1.75,1940.0,15909.0,1.0,3.0,8.0,0.0,0.0,1940.0,15120.0,47.7578,-122.094
6072800170,4.0,4.0,3330.0,24354.0,1.0,4.0,10.0,0.0,0.0,3880.0,25493.0,47.5708,-122.192
3630120380,2.0,2.0,1670.0,3507.0,1.0,3.0,9.0,0.0,0.0,2330.0,3889.0,47.5545,-122.003
4046710050,4.0,2.0,2180.0,17180.0,2.0,4.0,7.0,0.0,0.0,1880.0,14043.0,47.698,-121.92
7821200375,2.0,1.0,960.0,3235.0,1.0,4.0,7.0,0.0,0.0,1290.0,2069.0,47.661,-122.344
619000045,3.0,1.75,1410.0,15210.0,1.0,3.0,7.0,0.0,0.0,1970.0,16290.0,47.4181,-122.339
4046600070,3.0,3.0,3910.0,19023.0,2.0,3.0,11.0,0.0,0.0,1860.0,15001.0,47.6953,-121.914
7961500010,3.0,2.25,2210.0,10794.0,1.0,3.0,7.0,0.0,0.0,2230.0,10753.0,47.4911,-122.224
7853240100,5.0,2.75,3890.0,9130.0,2.0,3.0,9.0,0.0,0.0,3450.0,8361.0,47.5407,-121.86
2768301214,2.0,1.0,870.0,3121.0,1.0,4.0,7.0,0.0,0.0,1570.0,1777.0,47.6659,-122.369
4024101052,3.0,1.0,1240.0,6090.0,1.0,4.0,7.0,0.0,0.0,1550.0,9096.0,47.7542,-122.307
4024101478,4.0,2.5,1910.0,7172.0,2.0,3.0,8.0,0.0,0.0,1630.0,10127.0,47.7615,-122.309
1329500120,4.0,2.5,2600.0,8572.0,2.0,3.0,8.0,0.0,0.0,2170.0,5288.0,47.3155,-122.266
4092300211,3.0,2.25,990.0,736.0,2.5,3.0,8.0,0.0,0.0,1030.0,1201.0,47.6605,-122.319
3876800710,3.0,1.75,1000.0,8268.0,1.0,3.0,6.0,0.0,0.0,1220.0,7800.0,47.7417,-122.172
1736800920,3.0,1.75,1320.0,7840.0,1.0,3.0,8.0,0.0,0.0,2050.0,7644.0,47.6024,-122.143
2856102280,3.0,1.75,1400.0,3825.0,1.5,4.0,6.0,0.0,0.0,1720.0,5100.0,47.6793,-122.393
8562780490,3.0,2.5,1150.0,683.0,2.0,3.0,7.0,0.0,0.0,1150.0,755.0,47.5323,-122.071
2591720160,3.0,2.75,3510.0,92347.0,2.0,3.0,10.0,0.0,0.0,2970.0,37070.0,47.3735,-122.018
7853270710,5.0,3.25,3340.0,9075.0,2.0,3.0,8.0,0.0,0.0,2770.0,6646.0,47.5446,-121.88
3888100176,4.0,2.0,2120.0,7806.0,1.0,4.0,6.0,0.0,0.0,1560.0,9920.0,47.6859,-122.166
7893207510,3.0,1.75,1350.0,5850.0,1.0,4.0,7.0,0.0,0.0,1710.0,7757.0,47.4225,-122.328
3592500866,3.0,2.75,3150.0,5520.0,1.5,4.0,8.0,0.0,0.0,3160.0,6200.0,47.6345,-122.302
5453700140,3.0,1.75,1890.0,10292.0,1.0,4.0,8.0,0.0,0.0,2630.0,10625.0,47.535,-122.234
5667100025,3.0,1.5,1010.0,7683.0,1.5,5.0,7.0,0.0,0.0,1550.0,7271.0,47.72,-122.318
3832310350,3.0,1.75,1100.0,7224.0,1.0,3.0,7.0,0.0,0.0,1700.0,8447.0,47.3717,-122.277
774100355,2.0,2.0,2100.0,58488.0,2.0,3.0,9.0,0.0,0.0,1440.0,59346.0,47.72,-121.402
114100745,6.0,3.0,3470.0,117612.0,1.5,3.0,7.0,0.0,0.0,2120.0,17100.0,47.7663,-122.234
1062100115,3.0,2.0,1450.0,6081.0,1.0,4.0,7.0,0.0,0.0,1880.0,6000.0,47.7522,-122.278
3876100940,4.0,1.75,3050.0,9440.0,1.0,3.0,8.0,0.0,0.0,2020.0,8660.0,47.7228,-122.183
5637200450,5.0,2.75,2930.0,10148.0,2.0,3.0,9.0,0.0,0.0,2930.0,8425.0,47.4887,-122.145
4364200015,2.0,1.5,1170.0,5248.0,1.0,5.0,6.0,0.0,0.0,1170.0,5120.0,47.5318,-122.374
644200040,5.0,4.25,3920.0,16258.0,2.0,3.0,9.0,0.0,0.0,2540.0,12131.0,47.5871,-122.192
2916620240,4.0,1.75,1770.0,9011.0,1.0,5.0,7.0,0.0,0.0,1410.0,8530.0,47.3646,-122.076
2321300351,2.0,1.0,1510.0,4032.0,1.5,3.0,8.0,0.0,0.0,1700.0,4042.0,47.6371,-122.393
9250900104,5.0,1.75,2110.0,8500.0,1.0,3.0,7.0,0.0,0.0,2020.0,8500.0,47.7737,-122.35
4303200130,4.0,3.0,1960.0,5160.0,1.0,3.0,7.0,0.0,0.0,1960.0,5160.0,47.5313,-122.36
1025049266,2.0,2.25,1160.0,954.0,2.0,3.0,8.0,0.0,0.0,1160.0,1327.0,47.6647,-122.284
2914700310,4.0,1.0,1420.0,6458.0,1.0,4.0,7.0,0.0,0.0,1670.0,6350.0,47.6988,-122.358
823059145,4.0,1.0,1300.0,18836.0,1.0,4.0,7.0,0.0,0.0,1540.0,8498.0,47.5029,-122.188
9287801150,3.0,1.0,1040.0,5000.0,1.5,3.0,7.0,0.0,2.0,1440.0,4400.0,47.6754,-122.359
1079600270,3.0,1.75,1840.0,17286.0,1.0,4.0,7.0,0.0,0.0,1840.0,14541.0,47.371,-122.173
7199360090,3.0,1.0,1440.0,7107.0,1.0,4.0,7.0,0.0,0.0,1540.0,7140.0,47.6968,-122.124
1455600062,3.0,2.5,2080.0,9612.0,1.0,4.0,8.0,0.0,3.0,2560.0,10202.0,47.7293,-122.283
8114000020,3.0,1.75,1510.0,12408.0,1.0,4.0,7.0,0.0,0.0,1480.0,17800.0,47.5069,-122.141
7529500030,6.0,4.0,2700.0,7416.0,1.0,3.0,7.0,0.0,0.0,2260.0,5324.0,47.5525,-122.3
3797000680,3.0,2.0,1340.0,3000.0,2.0,5.0,7.0,0.0,0.0,1120.0,3000.0,47.6857,-122.349
2426039247,2.0,1.5,1390.0,1756.0,3.0,3.0,7.0,0.0,0.0,1340.0,1756.0,47.7274,-122.357
8691300900,4.0,2.5,3730.0,9847.0,2.0,3.0,10.0,0.0,0.0,3490.0,10219.0,47.587,-121.976
4137030040,3.0,2.5,1970.0,7500.0,2.0,3.0,8.0,0.0,0.0,1950.0,8220.0,47.2658,-122.218
6300000368,2.0,1.5,880.0,1498.0,2.0,3.0,7.0,0.0,0.0,880.0,5060.0,47.7063,-122.342
7504001440,2.0,1.75,1910.0,12142.0,1.0,3.0,9.0,0.0,0.0,2580.0,12326.0,47.6276,-122.053
3521049048,3.0,2.5,3430.0,48993.0,2.0,3.0,9.0,0.0,0.0,2460.0,36256.0,47.2609,-122.27
1446400670,3.0,1.5,1510.0,6600.0,1.0,3.0,6.0,0.0,0.0,990.0,6600.0,47.4821,-122.331
5029450160,3.0,2.0,1440.0,7187.0,1.0,4.0,7.0,0.0,0.0,1440.0,7187.0,47.291,-122.368
1240700170,4.0,3.75,4060.0,19290.0,2.0,3.0,10.0,0.0,0.0,4020.0,13250.0,47.6051,-122.053
3629970240,3.0,2.5,2820.0,5001.0,2.0,3.0,9.0,0.0,0.0,2660.0,5001.0,47.5533,-121.992
1939110310,3.0,3.25,3680.0,7650.0,2.0,3.0,9.0,0.0,0.0,2280.0,8515.0,47.6272,-122.033
7167000040,4.0,3.0,3350.0,199253.0,2.0,3.0,10.0,0.0,0.0,3350.0,183897.0,47.3602,-121.988
3123039082,3.0,1.75,2040.0,273556.0,1.0,3.0,7.0,0.0,0.0,1790.0,273556.0,47.4361,-122.469
2600010330,4.0,2.25,2590.0,12600.0,2.0,3.0,9.0,0.0,0.0,2620.0,11050.0,47.5566,-122.162
6093900280,3.0,1.5,1380.0,11130.0,1.0,3.0,7.0,0.0,0.0,1380.0,9200.0,47.3146,-122.323
1529300435,3.0,1.0,1610.0,5500.0,1.5,3.0,7.0,0.0,0.0,1200.0,5701.0,47.698,-122.351
7334401450,3.0,2.0,1600.0,13200.0,1.0,3.0,7.0,0.0,0.0,1360.0,11520.0,47.4656,-121.756
8832900155,4.0,2.5,2800.0,17279.0,1.0,3.0,7.0,0.0,2.0,3060.0,13423.0,47.7596,-122.269
9828702518,2.0,2.25,1230.0,932.0,2.0,3.0,8.0,0.0,0.0,1230.0,1064.0,47.6192,-122.301
9834200411,3.0,1.0,950.0,3621.0,1.0,4.0,6.0,0.0,0.0,1540.0,4080.0,47.575,-122.289
3080000005,2.0,1.0,1310.0,4000.0,1.0,3.0,7.0,0.0,0.0,1310.0,4000.0,47.5798,-122.306
2595650170,4.0,2.75,2190.0,14937.0,2.0,3.0,8.0,0.0,0.0,1920.0,11360.0,47.3535,-122.273
5448300150,3.0,2.25,1950.0,26500.0,1.0,4.0,8.0,0.0,0.0,2160.0,12751.0,47.5784,-122.179
3585900150,2.0,1.75,2430.0,23400.0,1.0,3.0,10.0,0.0,4.0,3150.0,23600.0,47.7616,-122.372
1226069045,4.0,3.75,4133.0,361548.0,2.0,3.0,11.0,0.0,0.0,1970.0,291416.0,47.7479,-121.972
2267000486,2.0,2.0,1540.0,7110.0,1.0,3.0,7.0,0.0,0.0,1860.0,7065.0,47.6932,-122.395
1965200010,2.0,1.0,1110.0,3500.0,1.5,3.0,6.0,0.0,0.0,1884.0,1778.0,47.6453,-122.327
424069130,4.0,2.75,2050.0,17859.0,1.0,4.0,7.0,0.0,0.0,2960.0,20908.0,47.5945,-122.056
925059288,3.0,2.5,2400.0,7745.0,2.0,3.0,9.0,0.0,0.0,2080.0,8615.0,47.6734,-122.173
1521069070,3.0,1.0,1040.0,7405.0,1.0,4.0,6.0,0.0,0.0,1580.0,7405.0,47.3105,-122.021
9211010330,4.0,2.5,3340.0,6924.0,2.0,3.0,8.0,0.0,0.0,3030.0,6119.0,47.495,-122.149
7211402115,3.0,1.0,1120.0,7500.0,1.0,3.0,7.0,0.0,0.0,1120.0,5000.0,47.5112,-122.359
9492500090,3.0,2.5,2610.0,7256.0,2.0,3.0,9.0,0.0,0.0,2610.0,7206.0,47.695,-122.18
7740100015,3.0,1.75,2840.0,16851.0,1.0,3.0,8.0,0.0,3.0,2650.0,11063.0,47.7458,-122.287
8731980040,3.0,2.25,1980.0,8000.0,1.0,4.0,9.0,0.0,0.0,2360.0,8000.0,47.3149,-122.378
5379803372,4.0,2.5,3390.0,7870.0,2.0,3.0,8.0,0.0,0.0,1960.0,10069.0,47.4536,-122.274
5469500640,3.0,2.25,3530.0,13000.0,2.5,4.0,10.0,0.0,0.0,2960.0,13000.0,47.3823,-122.159
6752500090,4.0,3.5,4870.0,39190.0,2.0,3.0,12.0,0.0,0.0,5000.0,33880.0,47.5447,-122.124
621069146,2.0,1.75,1180.0,55321.0,1.0,3.0,8.0,0.0,0.0,1480.0,56192.0,47.3329,-122.091
3364900375,2.0,1.0,1620.0,6120.0,1.0,3.0,7.0,0.0,0.0,1650.0,4590.0,47.6731,-122.326
1024069037,3.0,2.0,1600.0,16530.0,1.0,5.0,7.0,0.0,0.0,1850.0,41006.0,47.5821,-122.016
7133300044,3.0,3.5,1360.0,1275.0,2.0,3.0,8.0,0.0,0.0,1360.0,1275.0,47.5904,-122.315
3176600055,3.0,1.75,1480.0,7475.0,1.5,3.0,8.0,0.0,0.0,2120.0,7216.0,47.6732,-122.272
2143700861,2.0,1.75,1340.0,7380.0,1.0,3.0,6.0,0.0,0.0,1980.0,9600.0,47.4785,-122.229
9432900070,4.0,2.25,2700.0,8580.0,2.0,3.0,8.0,0.0,0.0,2420.0,8580.0,47.2087,-122.009
5634500415,3.0,2.5,1710.0,12677.0,2.0,3.0,8.0,0.0,0.0,1610.0,12160.0,47.75,-122.234
8886000005,2.0,2.75,2090.0,23962.0,2.0,4.0,8.0,0.0,3.0,1820.0,32340.0,47.4145,-122.44
1402950550,4.0,2.5,2470.0,7780.0,2.0,3.0,8.0,0.0,0.0,2100.0,5972.0,47.3337,-122.191
7335400500,2.0,1.0,810.0,6697.0,1.0,4.0,6.0,0.0,0.0,1140.0,6695.0,47.3057,-122.216
725079058,3.0,1.75,2220.0,216493.0,1.0,3.0,8.0,0.0,2.0,2900.0,169884.0,47.6624,-121.951
579002220,3.0,2.5,2550.0,6240.0,1.0,5.0,8.0,0.0,3.0,2180.0,5200.0,47.6992,-122.387
7202260330,4.0,2.5,2660.0,4000.0,2.0,3.0,8.0,0.0,0.0,2330.0,4517.0,47.6876,-122.038
8568000070,4.0,2.5,2840.0,18001.0,2.0,3.0,9.0,0.0,0.0,2500.0,18001.0,47.7359,-121.962
8651400680,3.0,1.0,920.0,5200.0,1.0,4.0,6.0,0.0,0.0,920.0,5200.0,47.3603,-122.085
3761100180,4.0,2.5,2980.0,13341.0,1.5,5.0,8.0,1.0,4.0,2340.0,19810.0,47.704,-122.245
7518500855,4.0,2.0,1400.0,4690.0,1.5,4.0,7.0,0.0,0.0,1400.0,4690.0,47.6826,-122.378
9211500150,3.0,1.75,1480.0,6592.0,1.0,4.0,7.0,0.0,0.0,1660.0,7150.0,47.2982,-122.378
9161100730,4.0,3.0,2130.0,6325.0,1.0,5.0,7.0,0.0,0.0,1240.0,6325.0,47.5683,-122.396
7338200170,4.0,2.5,2710.0,35009.0,2.0,3.0,9.0,0.0,2.0,2330.0,35040.0,47.4815,-121.714
8965500820,5.0,3.25,3760.0,9792.0,2.0,3.0,9.0,0.0,0.0,2960.0,16500.0,47.5654,-122.115
5358300100,3.0,2.0,2140.0,7200.0,1.0,4.0,8.0,0.0,0.0,2070.0,7220.0,47.5084,-122.185
7936000403,3.0,1.75,2050.0,3520.0,1.0,4.0,7.0,0.0,0.0,2050.0,16083.0,47.5536,-122.399
2883200083,2.0,1.5,1000.0,1188.0,3.0,3.0,8.0,0.0,0.0,2300.0,3500.0,47.6823,-122.327
1473060030,4.0,2.5,3670.0,9958.0,2.0,3.0,10.0,0.0,0.0,3300.0,10679.0,47.4617,-122.159
2248000080,3.0,2.0,1540.0,7947.0,1.0,3.0,7.0,0.0,0.0,1910.0,7950.0,47.7605,-122.217
2821049048,4.0,4.25,2360.0,57514.0,2.0,4.0,8.0,0.0,0.0,2037.0,35733.0,47.2843,-122.294
